Unique_ID,State,District,Disease,Cases,Deaths,Start_Date,Report_Date,Status,Comments
MH/RGD/2022/51/1016,Maharashtra,Raigad,Leptospirosis,28,01,25-11-2022,samples,found positive.,The decerased was Mr. Shankar Posu
PN/POM/2022/51/1017,Puducherry,Puducherry,Chickenpox,15,00,30-11-2022,for,signs and,symptoms of the chicken pox on 30th Nov 2022.
GJ/NAV/2021/45/0620,Gujarat,Navsari,Diarrheal,12,00,22-11-21,23-11-21,Under Control,
KL/KOZ/2021/45/0622,Kerala,Kozhikode,Food Poisoning,21,01,12-11-21,13-11-21,consuming food,at a marriage function. The
MH/STA/2021/45/0624,Maharashtra,Satara,Chikungunya,05,00,07-11-21,12-11-21,samples were,found positive for Chikungunya by
OR/NAB/2021/45/0625,Odisha,Nabarangpur,Scrub Typhus,07,00,10-11-21,12-11-21,Under Control,samples were collected and sent to DPHL
PB/NWS/2021/45/0626,Punjab,SBS,Nagar Diarrheal,73,00,09-11-21,10-11-21,Under Control,
TN/TNJ/2021/45/0628,Tamil,Nadu,Thanjavur Leptospirosis,13,00,10-11-21,11-11-21,Under Control,collected and sent to DPHL Kumbakonam.
TL/KRY/2021/45/0629,Telangana,Kamareddy,Food Poisoning,31,00,06-11-21,08-11-21,Under Control,investigated the outbreak. Symptomatic
TL/NRL/2021/45/0630,Telangana,Nirmal,Food Poisoning,60,00,09-11-21,10-11-21,Under Control,lab analysis. District RRT investigated the
UP/CKH/2021/45/0631,Uttar,Pradesh,Chandauli Diarrheal,24,01,05-11-21,09-11-21,Under Control,
UP/KAJ/2021/45/0633,Uttar,Pradesh,Kannauj Zika Virus,01,00,10-11-21,10-11-21,,
UP/LKW/2021/45/0634,Uttar,Pradesh,Lucknow Zika Virus,06,00,11-11-21,12-11-21,Six blood,& six urine samples were collected and
WB/SPG/2021/45/0635,West,Bengal,Food Poisoning,192,00,13-11-21,14-11-21,Under Control,collected. One stool sample showed growth of E.
JH/DHN/2021/45/0636,Jharkhand,Dhanbad,Diarrheal,15,00,16-09-21,Lab.,No growth,of any organism was found. District RRT
MH/STA/2021/45/0637,Maharashtra,Satara,Dengue,14,00,16-10-21,collected,and sent,"to DPHL Satara. Of these, 13 samples"
UP/BAL/2021/45/0638,Uttar,Pradesh,Ballia Diarrheal,14,00,30-10-21,organisms.,District RRT,investigated the outbreak.
UP/FRJ/2021/45/0641,Uttar,Pradesh,Firozabad Measles,07,00,21-09-21,with,fever and,rashes. District RRT investigated the case.
GJ/MRB/2021/24/0225,Gujarat,Morbi,Diarrheal,44,00,11-06-21,16-06-21,drinks on,Agyarmi festival .District RRT
OR/MBJ/2021/24/0226,Odisha,Mayurbhanj,Diarrheal,18,00,20-06-21,26-06-21,Mayurbhanj. Out,"of these, 3 rectal swabs showed"
KL/WYN/2020/33/406,Kerala,Wayanad,Diarrheal,31,00,10-08-20,13-08-20,"fever, loose",stools and vomiting. It was observed
MH/KOP/2020/03/0037,Maharashtra,Kolhapur,Chikungunya,11,00,16-01-20,17-01-20,"SSH, CPRH,","Kolhapur, of these 10 were found"
Under,done.,A,total of,07,06,water,samples,,
JH/WSI/2020/03/0043,Jharkhand,West,Singhbhum Chickenpox,24,00,09-01-20,15,were female.,Cases presented with fever and maculo
Kerala,Pathanamthitta,Hepatitis,A,54,00,17-01-20,residential,hostel and,have food sharing practice; this may
AS/DBG/2023/25/545,Assam,Dibrugarh,Chickenpox,22,00,21-06-2023,22-06-2023,submitted to,"the WHO, Dibrugarh branch and"
BH/SWN/2023/25/552,Bihar,Siwan,Chickenpox,08,00,19-06-2023,21-06-2023,of the,age group of 6 to 40 years. Seven
CT/BLD/2023/25/555,Chhattisgarh,Balod,Diarrheal,16,00,19-06-2023,21-06-2023,door survey,done. Temporary Camp Organized
CT/BAS/2023/25/556,Chhattisgarh,Bastar,Dengue,9,00,15-06-2023,20-06-2023,given by,peripheral team on the importance of
JH/DEO/2023/25/561,Jharkhand,Deoghar,Malaria,14,00,21-06-2023,25-06-2023,investigated the,outbreak. Affected cases were
JH/DHN/2023/25/563,Jharkhand,Dhanbad,Chickenpox,05,00,22-06-2023,23-06-2023,Affected cases,were in the age group 22-25
JH/JAT/2023/25/565,Jharkhand,Jamtara,Chickenpox,14,00,16-06-2023,19-06-2023,were in,the age group 6-29 years. All 5 samples
JH/WSI/2023/25/567,Jharkhand,West,Singhbhum Chickenpox,07,00,23-06-2023,23-06-2023,Chicken pox,IgM by ELISA and five were
KN/BEL/2023/25/568,Karnataka,Ballari,Typhoid,47,00,19-06-2023,23-06-2023,Community awareness,and health education
KN/BEG/2023/25/569,Karnataka,Belagavi,Diarrheal,24,00,19-06-2023,21-06-2023,RRT investigated,the outbreak. Community
KN/SHI/2023/25/574,Karnataka,Shivamogga,Cholera,102,00,12-06-2023,22-06-2023,outbreak. Community,awareness and health
KN/MNY/2023/25/576,Karnataka,Mandya,Diarrheal,52,00,17-06-23,19-06-23,which 1,SPP and 1 NSPP. District RRT
KN/UDU/2023/25/579,Karnataka,Udupi,Diarrheal,15,00,19-06-23,23-06-23,entero pathogens,in the water samples. Stool
KL/THI/2023/25/581,Kerala,Zika,Virus,01,00,16-06-2023,19-06-2023,child. None,of them has symptoms currently.
MH/GAD/2023/25/587,Maharashtra,Gadchiroli,Malaria,37,01,23-06-2023,23-06-2023,investigated the,outbreak. Community
lab,CPRH.,Out,of,5,2,were,positive,for,
MH/OSM/2023/25/591,Maharashtra,Osmanabad,Chikungunya,06,00,20-06-2023,23-06-2023,positive. District,RRT investigated the
MG/EKH/2023/25/593,Meghalaya,East,Khasi Hills,09,00,23-06-2023,23-06-2023,through inter-sectoral,public health approach
The,cases,ranged,in age from,1,21,years.,The,,
PB/SAS/2023/25/598,Punjab,S.A.S,Nagar Diarrheal,91,00,16-06-2023,19-06-2023,given by,peripheral health team on hygiene and
TN/SIV/2023/25/600,Tamil,Nadu,Sivaganga Jaundice,12,00,22-06-2023,23-06-2023,under close,observation by the Public Health
KN/KPP/2022/47/925,Karnataka,Koppal,Diarrheal,13,00,22-11-22,23-11-22,and abdominal,pain. Two water samples
MZ/AIZ/2022/47/928,Mizoram,Saitual,Diarrheal,21,00,22-11-2022,23-11-2022,Laboratory Aerobic,Spore bearer
GJ/BVN/2022/47/930,Gujarat,Bhavnagar,Jaundice,15,00,08-10-2022,from,village and,sent to Microbiology Department of Medical
and,a,total,of,11,18,Health,care,contacts,
KL/ERN/2022/47/933,Kerala,Ernakulam,Diarrheal,13,00,08-11-22,Water,samples collected,"and sent to RPH Lab Ernakulam, No"
MH/KOP/2022/47/935,Maharashtra,Kolhapur,Dengue,05,01,01-11-2022,dengue,by IgM,ELISA. The deceased was Mr. Omkar Vinay
AS/SBS/2023/39/1310,Assam,Charaideo,Diarrheal,76,0,29-09-23,01-10-23,DPHL Sivasagar.,One swab sample showed
BH/VSH/2023/39/1314,Bihar,Vaishali,Mumps,13,0,27-09-23,29-09-23,blood samples,"were collected, 4 out of 5"
CT/BMA/2023/39/1315,Chhattisgarh,Bemetara,Cholera,38,1,29-09-23,29-09-23,education given,by peripheral health team about
CT/RPR/2023/39/1316,Chhattisgarh,Raipur,Diarrheal,17,0,30-09-23,01-10-23,education given,by peripheral health team about
GJ/AHM/2023/39/1318,Gujarat,Ahmadabad,Cholera,30,0,26-09-23,26-09-23,peripheral health,team on about drinking of
JK/SNR/2023/39/1320,Srinagar,Hepatitis,A,26,0,27-09-23,27-09-23,unsatisfactory for,drinking purpose. District
JH/CHA/2023/39/1321,Jharkhand,Chatra,Dengue,11,0,23-09-23,29-09-23,positive for,dengue IgM by ELISA. District
KN/BEL/2023/39/1323,Karnataka,Ballari,Mumps,12,0,29-09-23,30-09-23,RRT investigated,the outbreak. Community
KN/GUL/2023/39/1327,Karnataka,Kalaburagi,Mumps,10,0,25-09-23,25-09-23,peripheral health,"team on hygiene, sanitation,"
KL/TRC/2023/39/1332,Kerala,Thrissur,Chickenpox,36,0,29-09-23,29-09-23,All infected,inmates were isolated in isolation
MH/BED/2023/39/1337,Maharashtra,Beed,Dengue,10,0,29-09-23,29-09-23,District RRT,investigated the outbreak.
MH/NAN/2023/39/1338,Maharashtra,Nanded,Diarrheal,46,0,24-09-23,26-09-23,cool water,and hand washing practices and food
PB/NWS/2023/39/1341,Punjab,S.A.S,Nagar Hepatitis A,28,1,18-09-23,25-09-23,,
TN/DDG/2023/39/1342,Tamil,Nadu,Dindigul Dengue,12,0,25-09-23,29-09-23,District RRT,investigated the outbreak.
belonged,to,the,age group of,5,8,years.,Five,blood and,throat
Two,deaths,of,a,2,5,year,old,female has,
MH/THN/2023/39/1349,Maharashtra,Thane,Dengue,6,1,12-09-23,peripheral,health team,on dengue. Fever and Container survey
rash,and,coryza.,The affected age group was,1,13,years.,Eight,,
NG/TNS/2023/39/1351,Nagaland,Longleng,Dengue,155,0,20-09-23,dengue,IgM ELISA.,District RRT investigated the outbreak.
GJ/BTD/2020/24/341,Gujarat,Botad,CCHF,01,00,05-06-20,09-06-20,collected and,tested at NIV Pune was positive for
MH/BNR/2020/24/343,Maharashtra,Bhandra,Fever,03,01,10-06-20,13-06-20,investigated the,outbreak. 02 blood smear
AS/BPT/2021/07/0072,Assam,Barpeta,Measles,01,00,10-02-21,17-02-21,generalized maculopapular,rash and coryza.
AS/GLG/2021/07/0075,Assam,Golaghat,Rabies,01,01,20-02-21,20-02-21,"SC Moheema,","PHC Sumonigaon, Block"
KL/KAS/2021/07/0078,Kerala,Kasaragod,Leptospirosis,26,02,14-02-21,22-02-21,"Nileshwer, Block",Nileshwer. District RRT
TN/MDR/2021/07/0081,Tamil,Nadu,Madurai Diphtheria,01,00,16-02-21,17-02-21,"laboratory analysis,",it was found positive for KLB
MH/STA/2021/07/0084,Maharashtra,Satara,Dengue,19,00,16-12-20,out,of which,05 samples tested positive for Dengue by IgM
CT/MED/2022/32/626,Chhattisgarh,Balodabazar,Diarrheal,10,0,09-08-22,10-08-22,Under Control,
MH/MED/2022/32/630,Maharashtra,Chandrapur,Diarrheal,37,0,04-08-22,08-08-22,Under Control,
MH/MED/2022/32/631,Maharashtra,Chandrapur,Diarrheal,5,1,01-08-22,08-08-22,Under Control,
PB/MED/2022/32/632,Punjab,Ludhiana,Measles,6,0,05-08-22,09-08-22,Under Control,
PB/MED/2022/32/633,Punjab,Patiala,Diarrheal,110,02,06-08-22,09-08-22,Under Control,contamination of drinking water with sewage
UK/MED/2022/32/634,Uttarakhand,Pauri,Garhwal Dengue,11,00,08-08-22,14-08-22,Dengue by,NS1 antigen. District RRT
CT/MED/2022/32/636,Chhattisgarh,Bilaspur,Diarrheal,24,0,01-04-22,RRT,investigated the,outbreak and house to house survey
WB/MED/2022/32/638,West,Bengal,Uttar Dinajpur Measles,38,00,10-07-22,Guwahati,Medical College,and were found positive for
BH/PUR/2023/40/1353,Bihar,Purnia,Dengue,21,0,29-09-23,04-10-23,RRT investigated,the outbreak. Cases were
CT/BBR/2023/40/1354,Chhattisgarh,Baloda,Bazar Diarrheal,27,0,04-10-23,04-10-23,investigated the,outbreak. Cases were treated
JH/KUT/2023/40/1366,Jharkhand,Khunti,Chikungunya,9,0,01-10-23,07-10-23,outbreak. Cases,were treated symptomatically.
JH/SBG/2023/40/1367,Jharkhand,Sahebganj,Diarrheal,14,2,06-10-23,07-10-23,outbreak. Cases,were treated symptomatically.
KN/UDU/2023/40/1370,Karnataka,Udupi,Diarrheal,5,0,06-10-23,07-10-23,were treated,symptomatically. Stool samples
MP/VSA/2023/40/1379,Vidisha,Hepatitis,A,4,0,05-10-23,06-10-23,PHE. District,RRT investigated the outbreak.
MH/AMR/2023/40/1380,Maharashtra,Amravati,Dengue,26,1,04-10-23,05-10-23,8 Blood,samples found positive for Dengue
MH/SGL/2023/40/1384,Maharashtra,Sangli,Zika Virus,1,0,29-09-23,03-10-23,As per,ICMR guidelines the sample was
MH/THN/2023/40/1386,Maharashtra,Thane,Dengue,7,1,27-09-23,03-10-23,symptomatically. All,7 blood samples found
CT/BAS/2023/40/1392,Chhattisgarh,Bastar,Diarrheal,9,3,25-09-23,given,by peripheral,team on hygiene and sanitation. 3 deaths
JK/ANG/2023/40/1393,Anantnag,Hepatitis,A,15,0,04-09-23,DPHL,Kupwara. District,RRT investigated the outbreak. Age
KL/KOA/2023/40/1395,Kerala,Kollam,Diarrheal,13,00,26-09-23,the,Govt. Old,Age Home Inchavila. Cases were treated
MH/STA/2023/40/1399,Maharashtra,Satara,Chikungunya,13,0,14-09-23,5,Blood samples,found positive for Chikungunya IgM by
motion,and,vomiting.,Total,3,7,water,samples,,
KN/CMN/2021/05/0044,Karnataka,Chamarajanagara,Chikungunya,15,00,02-01-21,06-02-21,presented with,fever and joint pain. District RRT
KN/HAS/2021/05/0045,Karnataka,Hassan,Diarrheal,14,00,01-02-21,03-02-21,MPN. Result,found SPP. District RRT
KN/MNY/2021/05/0043,Karnataka,Mandya,Diarrheal,26,00,04-02-21,06-02-21,samples and,03 water samples were sent for lab.
KN/RCR/2021/05/0046,Karnataka,Raichur,Diarrheal,18,00,05-02-21,06-02-21,samples were,collected and found unfit during
MH/STA/2021/05/0047,Maharashtra,Satara,Chikungunya,20,00,25-01-21,01-02-21,positive for,Dengue by IgM ELISA. District RRT
MH/THN/2021/05/0048,Maharashtra,Thane,Malaria,02,01,06-01-21,01-02-21,deceased was,a 1 ½ year old male. District RRT
MG/EKH/2021/05/0049,Meghalaya,East,Khasi Hills Diarrheal,05,02,27-01-21,01-02-21,District RRT,investigated the outbreak. Health
MG/SGH/2021/05/0050,Meghalaya,South,Garo Hills Diarrheal,15,00,07-01-21,03-02-21,blood &,"mucus, abdominal pain, and vomiting."
OR/BAG/2021/05/0051,Odisha,Bolangir,Chikungunya,05,00,30-01-21,01-02-21,with maculopapular,rash. District RRT
OR/BAG/2021/05/0052,Odisha,Balangir,Chickenpox,05,00,30-01-21,01-02-21,with maculopapular,rash. District RRT
OR/PRI/2021/05/0054,Odisha,Puri,Diarrheal,350,00,06-02-21,06-02-21,was collected,"for testing, result is awaited. District"
AS/GLP/2021/05/0056,Assam,Goalpara,Diarrheal,13,00,15-01-21,watery,"stool, malaise,",headache vertigo etc.03 water samples
AR/USG/2023/41/1404,Upper,Siang,Diarrheal,13,0,07-10-23,13-10-23,RRT investigated,the outbreak. All the cases
BH/JAM/2023/41/1406,Bihar,Jamui,Diarrheal,17,0,10-10-23,12-10-23,District RRT,investigated the outbreak. Cases
CT/BMA/2023/41/1407,Chhattisgarh,Bemetara,Diarrheal,99,0,09-10-23,10-10-23,District RRT,investigated the outbreak. Cases
GJ/SBK/2023/41/1409,Gujarat,Sabarkantha,Diarrheal,43,0,10-10-23,11-10-23,the outbreak.,Cases were treated
JH/DEO/2023/41/1412,Jharkhand,Deoghar,Dengue,20,0,09-10-23,13-10-23,the outbreak.,Cases were treated
KL/KAS/2023/41/1418,Kerala,Kozhikode,Diarrheal,120,0,13-10-23,14-10-23,and management,"(CWRDM, KKD). District"
KL/MLP/2023/41/1419,Kerala,Malappuram,Hepatitis A,24,0,11-10-23,13-10-23,the outbreak.,Cases were treated
KL/MLP/2023/41/1420,Kerala,Malappuram,Diarrheal,35,0,11-10-23,13-10-23,were collected,and sent to DPHL Malappuram.
KL/TRC/2023/41/1422,Kerala,Thrissur,Hepatitis A,54,0,12-10-23,13-10-23,Malaparamba. District,RRT investigated the
KL/WYN/2023/41/1423,Kerala,Wayanad,Measles,27,0,10-10-23,10-10-23,symptomatically. Vitamin,A solution was
MH/SHO/2023/41/1432,Maharashtra,Solapur,Diarrheal,32,0,11-10-23,13-10-23,weakness. District,RRT investigated the
RJ/RAJ/2023/41/1437,Rajasthan,Rajsamand,Scrub Typhus,6,0,12-10-23,13-10-23,investigated the,outbreak. Cases were treated
UP/CKH/2023/41/1439,Uttar,Pradesh,Chandauli Diarrheal,18,0,07-10-23,09-10-23,District RRT,investigated the outbreak. Cases
JH/LOH/2023/41/1442,Jharkhand,Lohardaga,Chikungunya,23,0,29-09-23,outbreak.,Cases were,treated symptomatically. 3 samples came
KL/KAS/2023/41/1445,Kerala,Kozhikode,Hepatitis A,71,0,28-09-23,outbreak.,All the,cases developed the symptoms after attending.
MG/RIB/2023/41/1446,Meghalaya,Ri,Bhoi Measles,9,0,05-10-23,All,4 samples,came positive for measles IgM by ELISA. Cases
TN/TPL/2021/51/0720,Tamil,Nadu,Tiruchirappalli Fever,16,00,20-12-21,21-12-21,Under Control,
TL/NLN/2021/51/0721,Telangana,Nalgonda,Dengue,08,00,20-12-21,23-12-21,Under Control,were found to be positive for Dengue by IgM
UP/FAT/2021/51/0722,Uttar,Pradesh,Fatehpur,35,00,20-12-21,21-12-21,Under Control,affected cases were children. District RRT
TN/TVL/2021/51/0723,Tamil,Nadu,Tiruvallur Diarrheal,13,00,15-12-21,samples,were sent,"to DPHL, Thiruvallur for further lab"
UP/PBT/2021/51/0724,Uttar,Pradesh,Pilibhit Chickenpox,29,00,10-12-21,affected,were children,under 10 years of age. District RRT
AS/DHU/2019/21/0537,Assam,Dhubri,Malaria,12,00,21-05-19,21-05-19,blood samples,were found positive for malaria
GJ/KHD/2019/21/0540,Gujarat,Kheda,Diarrheal,55,00,25-05-19,25-05-19,Nadiad; result,awaited. All cases treated
HR/YNN/2019/21/0542,Haryana,Yamunanagar,Jaundice,19,00,22-05-19,24-05-19,DPHL Karnal;,result awaited. All cases treated
Food,Under,a,social ceremony.,02,05,water,samples,,
KL/KAS/2019/21/0550,Kerala,Trivandrum,Diphtheria,01,00,21-05-19,25-05-19,"& Hospital,",Trivandrum was positive for
KL/KOZ/2019/21/0551,Kerala,Kozhikode,Hepatitis A,13,00,23-05-19,25-05-19,juice which,was prepared from well water. All 2
PB/LDH/2019/21/0555,Punjab,Ludhiana,Mumps,13,00,21-05-19,21-05-19,samples were,"collected & sent to DPHL,"
KN/BDR/2022/40/801,Karnataka,Bidar,Rabies,01,01,04-10-22,06-10-22,Under Control,
KN/KPP/2022/40/802,Karnataka,Koppal,Chikungunya,33,00,06-10-22,07-10-22,Under Control,
MH/PNE/2022/40/803,Maharashtra,Pune,Dengue,20,01,17-09-22,07-10-22,Under Control,
OR/AGL/2022/40/804,Odisha,Angul,Diarrheal,14,00,04-10-22,08-10-22,Under Control,unsafe for drinking. District RRT investigated
OR/NAB/2022/40/805,Odisha,Nabarangpur,Diarrheal,17,00,07-10-22,09-10-22,Under Control,
GJ/NAV/2021/29/0313,Gujarat,Navsari,Diarrheal,31,00,25-0721,25-07-21,and sent,"for further laboratory analysis, Escherichia"
HR/PCH/2021/29/0319,Haryana,Panchkula,Cholera,511,01,13-07-21,further,"laboratory analysis,",out of which 18 water samples
JH/WSI/2021/29/0321,Jharkhand,West,Singhbhum Diarrheal,09,01,21-07-21,DPHL,Chaibasa for,"further laboratory analysis, the result is"
KL/ERN/2021/29/0323,Kerala,Ernakulam,Zika,01,00,14-07-21,collected,and sent,to NIV Alleppey for further laboratory
MH/CND/2021/29/0324,Maharashtra,Chandrapur,Dengue,58,01,03-07-21,further,"laboratory analysis,",out of which five samples were
MH/NAG/2021/29/0325,Maharashtra,Nagpur,Dengue,04,01,10-07-21,Govt.,IGMC Nagpur,"for further laboratory analysis, out of"
OR/BSR/2020/37/439,Odisha,Balasore,Diarrheal,06,00,10-09-20,13-09-20,Block Sadar.,District RRT investigated the
CT/BBR/2023/05/084,Chhattisgarh,Baloda,Bazar Chickenpox,52,00,21-01-2023,30-01-2023,investigated the,outbreak. All cases were
GJ/MHS/2023/05/085,Gujarat,Mahesana,Diarrheal,56,00,03-02-2023,03-02-2023,No organism,was isolated. District RRT
KL/KAS/2023/05/089,Kerala,Kasaragod,Food,165,00,01-02-23,07-02-23,awaited. District,RRT investigated the
KL/KAS/2023/05/091,Kerala,Kasaragod,Food,165,00,01-02-23,07-02-23,"Kannur, result",awaited. District RRT
KN/BGR/2023/05/094,Karnataka,Bengaluru,Diarrheal,44,00,19-01-23,31-01-23,"institute Bengaluru,",result awaited. District
KN/DVA/2023/05/098,Karnataka,Davangere,Chickenpox,13,00,23-01-23,23-01-23,positive for,Varicella Zoster Virus by IgM
KN/SHI/2023/05/099,Karnataka,Shivamogga,Diarrheal,178,00,16-01-23,17-01-23,stool samples,"were collected and sent to DSL,"
KN/TUM/2023/05/100,Karnataka,Tumkur,unknown,33,00,20-01-23,23-01-23,blood smears,and 33 for RAT was sent to
KN/TUM/2023/05/102,Karnataka,Tumkur,Unknown,25,00,20-01-23,24-01-23,43 blood,samples for RAT were collected and
KN/TUM/2023/05/103,Karnataka,Tumkur,Unknown,16,00,21-01-23,25-01-23,smears and,16 samples were collected and
MH/LTR/2023/05/106,Maharashtra,Latur,Measles,07,00,30-01-2023,30-01-2023,"these, four",samples were found positive for
KN/BAU/2023/05/115,Karnataka,Bengaluru,Rural Chickenpox,24,00,15-01-23,maculopapular,rashes. Five,Blood samples were collected and
JH/DMK/2023/06/120,Jharkhand,Dumka,Chickenpox,03,00,07-02-2023,08-02-2023,Chickenpox positive.,District rapid response
KN/BAU/2023/06/121,Karnataka,Bengaluru,Urban Chickenpox,29,00,08-02-2023,09-02-2023,found positive,for chickenpox by IgM ELISA.
KN/BEL/2023/06/123,Karnataka,Ballari,Rabies,01,01,06-02-23,07-02-23,generate the,line list of Suspected Rabid dog
KN/UDU/2023/06/128,Karnataka,Udupi,Diarrheal,12,00,04-02-23,06-02-23,organism was,isolated from stool sample and
OR/DGH/2023/06/134,Odisha,Deogarh,Chickenpox,28,00,10-02-2023,10-02-2023,district RRT,investigated the outbreaks. All
GJ/SBK/2023/43/1520,Gujarat,Sabar,Kantha Diphtheria,1,1,26-10-23,27-10-23,awareness and,health education given by
KN/MNY/2023/43/1522,Karnataka,Mandya,Diarrheal,22,0,25-10-23,25-10-23,the stool,samples were found to be negative for
KL/CNR/2023/43/1523,Kerala,Kannur,Diarrheal,21,0,25-10-23,25-10-23,pathogen on,bacteriological and virology
KL/PLK/2023/43/1524,Kerala,Palakkad,Diarrheal,25,0,27-10-23,28-10-23,investigated the,outbreak. Community
MH/AKL/2023/43/1533,Maharashtra,Akola,Dengue,8,0,23-10-23,23-10-23,outbreak. Community,awareness and health
MH/AKL/2023/43/1534,Maharashtra,Akola,Dengue,9,1,20-10-23,23-10-23,education given,by peripheral health team on
MH/BED/2023/43/1537,Maharashtra,Beed,Dengue,3,1,25-10-23,26-10-23,education given,by peripheral health team on
MH/KOP/2023/43/1539,Maharashtra,Kolhapur,Hepatitis-A,16,0,25-10-23,25-10-23,were not,potable for drinking purpose. District
MH/STA/2023/43/1541,Maharashtra,Satara,Chikungunya,6,0,23-10-23,25-10-23,Community awareness,and health education
MH/YVT/2023/43/1542,Maharashtra,Yavatmal,Diarrheal,43,0,25-10-23,26-10-23,"RH Savna,",which were found to be satisfactory
MZ/AIZ/2023/43/1543,Mizoram,Aizawl,Typhoid,64,1,23-10-23,24-10-23,RRT investigated,the outbreak. Community
RJ/PGR/2023/43/1548,Rajasthan,Pratapgarh,Dengue,255,0,11-10-23,investigated,the outbreak.,Community awareness and health
GJ/SBK/2019/29/0863,Gujarat,Sabakrantha,Hepatitis A,08,00,03-07-19,17-07-19,"College, Himatnagar",for Hepatitis A & E testing.
KN/DHA/2019/29/0871,Karnataka,Dharwad,Food,23,00,10-07-19,10-07-19,which they,"developed loose motion, stools and"
KN/DVA/2019/29/0872,Karnataka,Davanagere,Dengue,32,00,16-07-19,16-07-19,confirmation of,Dengue and Chikungunya and 03
